,first_pair,second_pair,third_pair,has_changes
0,0.09418925107847198,0.35285930004195976,0.10844050635396371,True
1,0.05460954146130402,0.05772962240932754,0.037212494542987494,False
2,0.1289541047486441,0.9892993986314296,0.047918130401027444,True
3,0.02072050542997808,0.14864061039418727,0.17432018374696842,True
4,0.0717137693580969,0.12040265656918263,0.04894955546786094,True
5,0.035304611549294186,0.07482384597846937,0.03576963044204811,False
6,0.11324704395901829,0.41013675042790076,0.04893495382911739,False
7,0.05944314852729276,0.31141993753565406,0.08943756538720939,True
8,0.04842549423179535,0.022685554683592665,0.03327979566519002,False
9,0.2707673290058725,0.1309273723964939,0.1682606284517639,True
10,0.046713052214703885,0.6566230718069481,0.2932224740338688,True
11,0.06191994763949441,0.023057407677304142,0.039181709725924364,False
12,0.5480412772890426,0.8604218589433794,0.593363406138308,True
13,0.476680185129442,0.0602170786340423,0.2383486553355124,False
14,0.7823529020570062,0.21139494296627717,0.15581049111536932,True
15,0.38208581637243894,0.13249837038610063,0.23003815457471763,False
16,0.03711249157986706,0.2224885024373495,0.02804982566984151,True
17,0.09275547477002644,0.11409734328081891,0.06607598324440635,True
18,0.08759475246038519,0.07140583453637923,0.07737659028717031,False
19,0.03701253796860566,0.05327714475790229,0.06114926639050765,False
20,0.061298523605588316,0.06370989596605323,0.02833037754539499,False
21,0.10380550567557005,0.1720301726542055,0.32361113642106243,True
22,0.11719722232662573,0.062365048614462966,0.08418997308252747,False
23,0.060559635867856086,0.1724653483649177,0.18424572131123174,False
24,0.1160575708321084,0.09934507320078273,0.0960969433261457,True
25,0.1499172616139146,0.19355453573600198,0.029507828663212405,False
26,0.03259429349398114,0.050256623242240984,0.05157263871847792,False
27,0.07424042428736603,0.7541046159722391,0.12731541417432207,True
28,0.0618633580793636,0.2125151899630535,0.09024351035924294,True
29,0.10767329280973197,0.05808012162447431,0.044675658311096704,False
30,0.25115429986329996,0.07047805399925178,0.28068644980965746,True
31,0.06365429432992005,0.04176714757292699,0.09366236243585511,False
32,0.06726603053644754,0.040895094529086545,0.06467859254413479,False
33,0.1451199315305536,0.12258320986748228,0.07875352073566608,True
34,0.11654621429602799,0.214209171435156,0.09250559486994689,True
35,0.22943682077451902,0.1967434568298993,0.08903299423838078,True
36,0.035677748803665726,0.06790565443822998,0.35678932428187093,False
37,0.1608869111055895,0.1329134294758704,0.4107203915660549,True
38,0.021802727236055662,0.050637121245619275,0.05578630984543485,False
39,0.07156501407943087,0.08949693565530953,0.2148162388403373,False
40,0.07934163982581852,0.1570149714286022,0.7538413446818366,True
41,0.029417654305532077,0.029185690972961958,0.02952393519289198,False
42,0.02822315230706844,0.184159918252456,0.06122802829615097,False
43,0.8164283632151512,0.13827839702247588,0.061140500610386075,True
44,0.19082141666863822,0.0987329528498962,0.13535651444914465,True
45,0.02544850388098101,0.09636362574027953,0.11293594964314287,True
46,0.859345731464736,0.0991736351477464,0.6963603882000746,True
47,0.024344255570322954,0.24145412843878442,0.13801199978065298,True
48,0.017914642115230157,0.13549680261566519,0.026198681914178085,False
49,0.09064608704863988,0.04297929041455175,0.07272351846573172,False
50,0.09038802536205236,0.1029985752749352,0.10206125787060656,False
51,0.061659799536509574,0.04986985425310679,0.09196851918292485,False
52,0.09494738249773939,0.1403474836776623,0.06311514845564635,True
53,0.15194161466790954,0.290766356936381,0.0627311799027787,True
54,0.1846906636314112,0.3864984441938071,0.21310380483013958,True
55,0.18030574853640866,0.12564669380253923,0.13245295141809774,True
56,0.12163613361965987,0.060701333093909696,0.08662914919843942,False
57,0.02044188459930056,0.03972610637038725,0.06675665627079619,False
58,0.08522468747425388,0.11455376632715773,0.15534884595088055,True
59,0.07572810616512005,0.048879760085711814,0.09901098486215837,False
60,0.02627607741310597,0.03588682647574359,0.042812515349997624,False
61,0.1565176684334109,0.061293563798430595,0.2438518672464963,True
62,0.18154062028573129,0.20626338600260363,0.7071464415852036,True
63,0.1796847811274008,0.02769030451745107,0.13824480217567023,False
64,0.4098941423212419,0.0882117603939597,0.1006543949549402,True
65,0.011960318304170102,0.1019137596929652,0.02419252204925916,False
66,0.09021624867348577,0.09394823581740007,0.11889005008785973,False
67,0.566809712912403,0.9687650812935592,0.060829138141712216,True
68,0.07650126594971506,0.050374364334942044,0.03504555795426355,False
69,0.017056410534265334,0.09336657663216191,0.03152022857761739,True
70,0.1013227369656794,0.2604399848300616,0.08543979391308916,False
71,0.08900946753056116,0.43349493518968807,0.1965473990604921,True
72,0.09655983921513416,0.07294181880350398,0.05943146170560536,True
73,0.18971357674843672,0.0469504354883385,0.09329280903593766,False
74,0.09350679665515653,0.42889722617650167,0.07800528917707616,False
75,0.03819209072615994,0.09012528881527292,0.10745227008713874,False
76,0.17664187011700086,0.056689560142336885,0.3534289536035498,True
77,0.19204008976539444,0.4793878193322268,0.14270442845521641,True
78,0.08821709104716008,0.22035160974246457,0.119793877281544,False
79,0.03622271842130123,0.03877290908404122,0.062429537924954016,False
80,0.9843004886948965,0.22686106084529722,0.944448789099943,True
81,0.11571297144325694,0.16132960993006376,0.368149927451872,True
82,0.05837081549676797,0.08337607055850291,0.1311652770264751,False
83,0.07292523540344721,0.05183160858973413,0.05018165083759919,False
84,0.04068284476442402,0.040350891595035535,0.03138241341905498,False
85,0.20085518282399903,0.28665738503643756,0.4335652434747268,True
86,0.8132718742866097,0.9775297560700384,0.9679092808274824,True
87,0.135073363936899,0.06147290766506781,0.05987741848369275,False
88,0.5,0.8859060239323552,0.3442996920476589,True
89,0.10432946227311606,0.05191385147269837,0.2899420102277978,False
90,0.218347902397868,0.155226468861178,0.21433293496345154,False
91,0.8118616635843559,0.958417334857302,0.16714157398453097,True
92,0.11036712691226185,0.27475366833032216,0.118675762972544,True
93,0.04220977335617143,0.05791736995857035,0.1513975946991616,False
94,0.13712825161547335,0.04602464333748921,0.06009925932402731,False
95,0.07855169179989846,0.11402857676273599,0.051421746399093256,True
96,0.10238920252286282,0.05612305346508499,0.0660697770245453,False
97,0.34478260817992057,0.9599467038266359,0.2415615743730478,True
98,0.037054556755945815,0.09804119458119295,0.042028774724366225,False
99,0.09104740555186963,0.0981053716832239,0.15319753041398582,False
100,0.32335503449504654,0.27218798188182947,0.9194269304494339,True
101,0.12146321768388194,0.3165985621358599,0.09186752101342348,True
102,0.05866120979514749,0.15615207559291794,0.07078752715930468,False
103,0.8626456246506061,0.3603208084577622,0.25449299131994296,True
104,0.06027749612051862,0.3711532178140604,0.1709115098298852,True
105,0.15973077584964154,0.20500337852221587,0.10836983540108557,True
106,0.06509871536861872,0.09466677533412728,0.06126205848422829,False
107,0.11374450275079892,0.054899560645747525,0.22073264781651628,False
108,0.07199464487058971,0.14648872760946235,0.0847410406459418,False
109,0.07364992209118057,0.061704847208684556,0.056684601328228355,True
110,0.1539007385268278,0.09692433255599688,0.09619816685137046,False
111,0.13485727728267502,0.30763743891449674,0.08453129491256742,True
112,0.06366978465969592,0.05947149461575919,0.08125029898241926,False
113,0.2305699852412296,0.691801376990673,0.8239910122183369,True
114,0.053050442106166766,0.0560458104963668,0.1047816189636358,True
115,0.1231396820106568,0.045368448361957484,0.06813422234771471,False
116,0.08830991403977369,0.17302012953763804,0.1159985107765235,True
117,0.07283454023632153,0.11843803688531827,0.06646374109613581,True
118,0.0767171075423952,0.16621641255684677,0.09712685795665008,False
119,0.09808796118605279,0.1123879290839838,0.12824252618383805,True
120,0.16908410487496942,0.1339057483840794,0.11666225813468137,False
121,0.25188965673221975,0.18874478687440835,0.22716539505371566,False
122,0.07312975130068906,0.07496240910236526,0.022938221711843378,True
123,0.05245991984865399,0.06522369508894595,0.14069306715552324,True
124,0.01898765665713584,0.020506785818314117,0.03452340340674333,False
125,0.201991004201495,0.13635123403022348,0.10635000184815149,True
126,0.07356611753888775,0.1372649894341757,0.2930169175953558,False
127,0.2904804662387391,0.06140595500042502,0.08403315482998197,True
128,0.060481118983345065,0.233866812651377,0.2677056123733371,False
129,0.03207654720805177,0.0813309818328785,0.09512556727388233,False
130,0.13105706520852628,0.2980622698020677,0.7317082788788135,True
131,0.48063428864377644,0.08274922794196515,0.19348128614674476,False
132,0.05727551931312905,0.07517520543205261,0.059927018486111365,False
133,0.11582820327287492,0.006882109007966404,0.03599102373238604,False
134,0.12803468694199088,0.1445869471987777,0.21181156499625636,True
135,0.03193774661112846,0.01671533944902821,0.02483801300413379,False
136,0.21781189357221772,0.041689021035690055,0.08419958138022078,True
137,0.08519164395114408,0.2553462818520408,0.12033162532813543,True
138,0.0718238075749516,0.07203312683151199,0.2377728079994182,False
139,0.025250837087732337,0.10579137807997938,0.027810952092300473,True
140,0.07194404925064962,0.060272683211487176,0.15886200749882817,False
141,0.16990033896299028,0.07034530087887862,0.09050742173113338,False
142,0.0842314481854395,0.0418511210001511,0.1427760202369792,False
143,0.13216036736219,0.22511560324653587,0.22720484284998727,True
144,0.02651074725847821,0.12183135104310064,0.0378436452884341,False
145,0.04841716807676535,0.612256294793241,0.32140457748419216,False
146,0.15449570123153147,0.30079177086897835,0.11829705222712965,True
147,0.2605650482014394,0.9620936133778503,0.21463296985779887,True
148,0.10728223859486063,0.0946863301795273,0.10454554601590857,False
149,0.027909147327779816,0.023156470730853303,0.027572646586718822,True
150,0.09684626785848095,0.06219946224152835,0.11129096664206736,False
151,0.5733942570390426,0.733993054215315,0.0348810455803233,False
152,0.06610186842562599,0.28122386819382084,0.273838175696572,True
153,0.275157312110309,0.0810422469224411,0.07858291392638608,True
154,0.11955900254884641,0.025747865379219474,0.03382791706348342,False
155,0.053373849927838786,0.06783007018148243,0.18745349303890427,False
156,0.9872900988962308,0.8685704085794315,0.08106346812739325,True
157,0.09004346859036434,0.17194897036925885,0.20988296326060885,True
158,0.42412664305820863,0.17959615702023357,0.0547465901275671,True
159,0.13041582240642632,0.2318501605502957,0.11534390759687034,True
