,first_pair,second_pair,third_pair,has_changes
0,0.1790587352822503,0.3081778185911969,0.1555689199111824,True
1,0.155569739298758,0.8694651092710828,0.18140861643932185,False
2,0.37677354656629936,0.8109467165316523,0.15234591272095144,True
3,0.809218359843715,0.8325202922870105,0.8137492942264465,True
4,0.6986054077119082,0.3165573286290592,0.9096930955344954,True
5,0.1516342659678726,0.6397042974909473,0.9216056088913153,False
6,0.1941512921281271,0.8490892972439551,0.47268841979128906,False
7,0.5345096432983589,0.8933519092399086,0.876100177399726,True
8,0.14550185059916357,0.14730659160658416,0.17675806363841115,False
9,0.9273893823160132,0.21731788896022822,0.799206703232677,True
10,0.1451494780849255,0.7625489316549424,0.8689130666980929,True
11,0.10702353587218837,0.23358327701522266,0.17062432804058641,False
12,0.8358088710247357,0.9264719476307149,0.9372874583685333,True
13,0.3061289215750105,0.06906097505596166,0.5112121925878769,False
14,0.8839156662910469,0.5997018027920109,0.7856213507145289,True
15,0.4627236591163512,0.6151015357033661,0.0955986345159926,False
16,0.6435630990437843,0.8286351651762697,0.8411759219598994,True
17,0.1739955927282008,0.20611984824268892,0.0968780761272219,True
18,0.6282136324390797,0.18274128375488247,0.16016251173659143,False
19,0.10752184596900537,0.2440405920693947,0.061792260386298585,False
20,0.22502267711751994,0.12702137209062175,0.12163037777958441,False
21,0.4477764568239228,0.237928058938392,0.8070546999063519,True
22,0.33055628063849424,0.23357933413725346,0.4153090496504754,False
23,0.2517252335911777,0.32022999523998724,0.2002244274165146,False
24,0.8525438826414021,0.3153195508905494,0.18513515967330701,True
25,0.1751210161686292,0.3997572162819199,0.09222196310328495,False
26,0.11178780289766443,0.10772426366518376,0.13305035421671377,False
27,0.16967250861884958,0.8748768007122008,0.7257735928859369,True
28,0.12745756621853457,0.8029994502367506,0.6133799333751456,True
29,0.6528990155673722,0.14275926142114442,0.41358706241697274,False
30,0.22235806483452866,0.1436144311567351,0.2709290881029645,True
31,0.1213426692887598,0.1488301285078798,0.4525051520399133,False
32,0.06743144772989271,0.06691098636111543,0.24477125027282867,False
33,0.7416189062617696,0.7828394618256562,0.8089089781952241,True
